index,league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls_p90,Standard_Sh_p90,Performance_Ast_p90,Performance_Crs_p90,Performance_TklW_p90,Performance_Int_p90,Performance_Fls_p90,Performance_Fld_p90
161,ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,1993,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,ENG,DF,31,1993,19.0,1,2,2,100.0,0.11,0.11,0.5,0.5,0,0,ENG,DF,31,1993,19.0,3,0,0,8,3,1,0,12,9,,,0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.47368421052631576,0.631578947368421,0.42105263157894735,0.15789473684210525
162,ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19,2004,31,14,1523,16.9,5,2,7,5,0,0,8,0,0.3,0.12,0.41,0.3,0.41,ARG,"MF,FW",19,2004,16.9,5,36,12,33.3,2.13,0.71,0.14,0.42,0,0,ARG,"MF,FW",19,2004,16.9,8,0,0,36,35,3,43,13,33,,,0,0.2958579881656805,2.1301775147928996,0.1183431952662722,2.544378698224852,1.9526627218934913,0.7692307692307693,2.1301775147928996,2.0710059171597637
163,ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,ENG,MF,28,1996,17.1,0,10,4,40.0,0.59,0.23,0.0,0.0,0,0,ENG,MF,28,1996,17.1,4,0,0,9,13,0,33,8,10,,,0,0.0,0.5847953216374269,0.11695906432748537,1.9298245614035086,0.5847953216374269,0.4678362573099415,0.5263157894736842,0.7602339181286549
164,ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,POL,GK,23,2000,10.0,0,0,0,,0.0,0.0,,,0,0,POL,GK,23,2000,10.0,1,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
165,ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26,1998,36,34,2912,32.4,2,2,4,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,ENG,"DF,MF",26,1998,32.4,2,25,7,28.0,0.77,0.22,0.08,0.29,0,0,ENG,"DF,MF",26,1998,32.4,6,0,0,28,44,2,57,44,38,,,0,0.0617283950617284,0.7716049382716049,0.0617283950617284,1.7592592592592593,1.1728395061728396,1.3580246913580247,0.8641975308641976,1.3580246913580247
166,ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,1987,35,35,2823,31.4,9,4,13,8,1,2,5,0,0.29,0.13,0.41,0.26,0.38,ENG,FW,37,1987,31.4,9,58,26,44.8,1.85,0.83,0.16,0.35,1,2,ENG,FW,37,1987,31.4,5,0,0,27,23,27,11,5,12,,,0,0.28662420382165604,1.8471337579617835,0.12738853503184713,0.35031847133757965,0.3821656050955414,0.15923566878980894,0.8598726114649682,0.7324840764331211
167,ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,DEN,DF,31,1992,15.5,0,3,2,66.7,0.19,0.13,0.0,0.0,0,0,DEN,DF,31,1992,15.5,5,0,0,12,4,0,0,15,10,,,1,0.0,0.1935483870967742,0.0,0.0,0.6451612903225806,0.967741935483871,0.7741935483870968,0.25806451612903225
168,ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32,1991,30,19,1638,18.2,5,0,5,4,1,1,5,0,0.27,0.0,0.27,0.22,0.22,GHA,MF,32,1991,18.2,5,32,10,31.3,1.76,0.55,0.16,0.5,1,1,GHA,MF,32,1991,18.2,5,0,0,30,58,7,57,11,14,,,0,0.27472527472527475,1.7582417582417582,0.0,3.131868131868132,0.7692307692307693,0.6043956043956045,1.6483516483516485,3.186813186813187
169,ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,23,2001,12.3,0,5,0,0.0,0.41,0.0,0.0,,0,0,ENG,DF,23,2001,12.3,3,0,0,16,10,0,28,20,25,,,0,0.0,0.4065040650406504,0.0,2.2764227642276422,2.0325203252032518,1.6260162601626016,1.3008130081300813,0.8130081300813008
170,ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,DEN,GK,24,2000,26.5,0,0,0,,0.0,0.0,,,0,0,DEN,GK,24,2000,26.5,1,0,0,0,3,0,0,0,1,,,0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.11320754716981132
171,ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,ENG,MF,23,2000,12.5,0,5,1,20.0,0.4,0.08,0.0,0.0,0,0,ENG,MF,23,2000,12.5,8,0,0,21,13,0,5,12,4,,,0,0.0,0.4,0.0,0.4,0.32,0.96,1.68,1.04
172,ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26,1998,30,16,1615,17.9,4,1,5,4,0,0,2,0,0.22,0.06,0.28,0.22,0.28,ENG,MF,26,1998,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,0,0,ENG,MF,26,1998,17.9,2,0,0,18,18,3,70,8,20,,,0,0.223463687150838,1.452513966480447,0.0558659217877095,3.910614525139665,1.11731843575419,0.446927374301676,1.005586592178771,1.005586592178771
173,ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21,2002,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,DEN,"DF,MF",21,2002,27.6,0,3,0,0.0,0.11,0.0,0.0,,0,0,DEN,"DF,MF",21,2002,27.6,1,0,0,19,18,3,96,37,51,,,1,0.0,0.10869565217391304,0.036231884057971016,3.4782608695652173,1.8478260869565217,1.3405797101449275,0.6884057971014492,0.6521739130434783
174,ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,28,28,2324,25.8,0,5,5,0,0,0,8,0,0.0,0.19,0.19,0.0,0.19,NGA,MF,27,1996,25.8,0,22,8,36.4,0.85,0.31,0.0,0.0,0,0,NGA,MF,27,1996,25.8,8,0,0,39,18,3,30,27,48,,,1,0.0,0.8527131782945736,0.19379844961240308,1.1627906976744187,1.8604651162790697,1.0465116279069766,1.5116279069767442,0.6976744186046512
175,ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,1998,34,30,2815,31.3,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,BEL,DF,26,1998,31.3,1,12,1,8.3,0.38,0.03,0.08,1.0,0,0,BEL,DF,26,1998,31.3,4,0,0,23,11,1,5,22,28,,,0,0.03194888178913738,0.38338658146964855,0.0,0.1597444089456869,0.8945686900958466,0.7028753993610224,0.7348242811501597,0.3514376996805112
176,ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,0.17,0.17,0.35,0.17,0.35,ARG,MF,25,1998,28.9,5,38,14,36.8,1.32,0.48,0.13,0.36,0,0,ARG,MF,25,1998,28.9,6,0,0,62,40,2,86,22,59,,,0,0.17301038062283738,1.3148788927335642,0.17301038062283738,2.975778546712803,2.041522491349481,0.7612456747404844,2.1453287197231834,1.384083044982699
177,ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,BRA,GK,31,1992,27.9,0,0,0,,0.0,0.0,,,0,0,BRA,GK,31,1992,27.9,0,0,0,0,2,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07168458781362008
178,ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30,1994,33,29,2482,27.6,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04,SCO,DF,30,1994,27.6,0,15,3,20.0,0.54,0.11,0.0,0.0,0,0,SCO,DF,30,1994,27.6,3,1,0,11,8,3,145,21,21,,,1,0.0,0.5434782608695652,0.036231884057971016,5.253623188405797,0.7608695652173912,0.7608695652173912,0.39855072463768115,0.2898550724637681
179,ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,IRL,GK,25,1998,10.0,0,0,0,,0.0,0.0,,,0,0,IRL,GK,25,1998,10.0,0,0,0,0,3,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
180,ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65,NED,MF,25,1999,21.5,10,57,23,40.4,2.65,1.07,0.18,0.43,0,0,NED,MF,25,1999,21.5,5,0,0,20,31,5,73,12,17,,,0,0.46511627906976744,2.6511627906976742,0.18604651162790697,3.395348837209302,0.7906976744186046,0.5581395348837209,0.9302325581395349,1.441860465116279
181,ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,33,19,1712,19.0,3,3,6,3,0,0,3,1,0.16,0.16,0.32,0.16,0.32,ENG,"MF,DF",23,2001,19.0,3,34,13,38.2,1.79,0.68,0.09,0.23,0,0,ENG,"MF,DF",23,2001,19.0,3,1,1,18,25,1,8,7,22,,,0,0.15789473684210525,1.7894736842105263,0.15789473684210525,0.42105263157894735,1.1578947368421053,0.3684210526315789,0.9473684210526315,1.3157894736842106
182,ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999,30,8,1133,12.6,5,2,7,5,0,0,8,0,0.4,0.16,0.56,0.4,0.56,URU,FW,25,1999,12.6,5,34,13,38.2,2.7,1.03,0.15,0.38,0,0,URU,FW,25,1999,12.6,8,0,0,27,14,12,3,4,18,,,0,0.39682539682539686,2.6984126984126986,0.15873015873015872,0.2380952380952381,1.4285714285714286,0.31746031746031744,2.142857142857143,1.1111111111111112
183,ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,1996,26,14,1196,13.3,6,3,9,6,0,0,2,0,0.45,0.23,0.68,0.45,0.68,POR,FW,27,1996,13.3,6,51,13,25.5,3.84,0.98,0.12,0.46,0,0,POR,FW,27,1996,13.3,2,0,0,23,14,1,8,8,9,,,0,0.45112781954887216,3.834586466165413,0.22556390977443608,0.6015037593984962,0.6766917293233082,0.6015037593984962,1.7293233082706767,1.0526315789473684
184,ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,0.22,0.22,0.43,0.22,0.43,HUN,MF,23,2000,27.7,6,67,23,34.3,2.42,0.83,0.09,0.26,0,0,HUN,MF,23,2000,27.7,6,0,0,44,24,4,40,9,23,,,0,0.21660649819494585,2.4187725631768955,0.21660649819494585,1.444043321299639,0.8303249097472925,0.3249097472924188,1.588447653429603,0.8664259927797834
185,ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,FRA,DF,25,1999,28.4,1,19,4,21.1,0.67,0.14,0.05,0.25,0,0,FRA,DF,25,1999,28.4,5,0,0,27,20,0,0,19,28,,,0,0.035211267605633804,0.6690140845070423,0.07042253521126761,0.0,0.9859154929577465,0.6690140845070423,0.9507042253521127,0.7042253521126761
186,ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,0.49,0.19,0.68,0.49,0.68,COL,"FW,MF",27,1997,26.7,13,71,30,42.3,2.66,1.13,0.18,0.43,0,0,COL,"FW,MF",27,1997,26.7,2,0,0,48,31,10,32,7,27,,,0,0.4868913857677903,2.659176029962547,0.18726591760299627,1.198501872659176,1.0112359550561798,0.2621722846441948,1.797752808988764,1.1610486891385767
187,ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,0.77,0.48,1.25,0.53,1.01,EGY,MF,32,1992,37.5,29,130,61,46.9,3.47,1.63,0.22,0.48,9,9,EGY,MF,32,1992,37.5,1,0,0,25,39,18,79,9,11,,,0,0.7733333333333333,3.466666666666667,0.48,2.1066666666666665,0.29333333333333333,0.24,0.6666666666666666,1.04
188,ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,37,37,3160,35.1,0,4,4,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11,NED,MF,22,2002,35.1,0,20,5,25.0,0.57,0.14,0.0,0.0,0,0,NED,MF,22,2002,35.1,6,1,0,47,52,0,7,56,37,,,0,0.0,0.5698005698005698,0.11396011396011396,0.19943019943019943,1.054131054131054,1.5954415954415955,1.339031339031339,1.4814814814814814
189,ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,33,28,2365,26.3,3,6,9,3,0,0,5,0,0.11,0.23,0.34,0.11,0.34,ENG,DF,25,1998,26.3,3,45,8,17.8,1.71,0.3,0.07,0.38,0,0,ENG,DF,25,1998,26.3,5,0,0,11,9,1,154,31,49,,,0,0.11406844106463879,1.7110266159695817,0.22813688212927757,5.855513307984791,1.8631178707224334,1.1787072243346006,0.4182509505703422,0.34220532319391633
190,ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,NED,DF,33,1991,37.0,3,26,8,30.8,0.7,0.22,0.12,0.38,0,0,NED,DF,33,1991,37.0,5,0,0,17,13,0,1,54,20,,,0,0.08108108108108109,0.7027027027027027,0.02702702702702703,0.02702702702702703,0.5405405405405406,1.4594594594594594,0.4594594594594595,0.35135135135135137
191,ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27,POR,MF,29,1994,29.7,4,32,12,37.5,1.08,0.4,0.13,0.33,0,0,POR,MF,29,1994,29.7,7,0,0,27,31,3,60,21,35,,,0,0.13468013468013468,1.0774410774410774,0.13468013468013468,2.0202020202020203,1.1784511784511784,0.7070707070707071,0.9090909090909091,1.043771043771044
192,ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30,1993,26,26,2320,25.8,0,4,4,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,BRA,GK,30,1993,25.8,0,0,0,,0.0,0.0,,,0,0,BRA,GK,30,1993,25.8,4,0,0,1,0,0,0,1,0,,,0,0.0,0.0,0.15503875968992248,0.0,0.0,0.03875968992248062,0.03875968992248062,0.0
193,ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,31,31,2736,30.4,22,3,25,19,3,4,2,0,0.72,0.1,0.82,0.62,0.72,NOR,FW,24,2000,30.4,22,109,60,55.0,3.59,1.97,0.2,0.37,3,4,NOR,FW,24,2000,30.4,2,0,0,24,13,4,3,5,6,,,0,0.7236842105263158,3.585526315789474,0.09868421052631579,0.09868421052631579,0.19736842105263158,0.16447368421052633,0.7894736842105263,0.4276315789473684
194,ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,0.18,0.36,0.53,0.18,0.53,BEL,"MF,FW",22,2002,16.8,3,29,9,31.0,1.72,0.53,0.1,0.33,0,0,BEL,"MF,FW",22,2002,16.8,1,0,0,10,33,5,59,3,23,,,0,0.17857142857142858,1.726190476190476,0.35714285714285715,3.511904761904762,1.369047619047619,0.17857142857142858,0.5952380952380952,1.9642857142857142
195,ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,37,36,3277,36.4,5,0,5,5,0,0,2,0,0.14,0.0,0.14,0.14,0.14,CRO,DF,22,2002,36.4,5,40,12,30.0,1.1,0.33,0.13,0.42,0,0,CRO,DF,22,2002,36.4,2,0,0,16,27,3,22,42,38,,,0,0.13736263736263737,1.098901098901099,0.0,0.6043956043956045,1.043956043956044,1.153846153846154,0.43956043956043955,0.7417582417582418
196,ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,28,19,1702,18.9,4,7,11,4,0,0,2,0,0.21,0.37,0.58,0.21,0.58,BEL,"MF,FW",33,1991,18.9,4,57,18,31.6,3.01,0.95,0.07,0.22,0,0,BEL,"MF,FW",33,1991,18.9,2,0,0,17,18,5,144,7,9,,,0,0.21164021164021166,3.0158730158730163,0.3703703703703704,7.6190476190476195,0.4761904761904762,0.3703703703703704,0.8994708994708995,0.9523809523809524
197,ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,34,1990,10.8,0,5,2,40.0,0.46,0.19,0.0,0.0,0,0,ENG,DF,34,1990,10.8,3,0,0,6,4,1,14,3,10,,,0,0.0,0.4629629629629629,0.0,1.2962962962962963,0.9259259259259258,0.27777777777777773,0.5555555555555555,0.37037037037037035
198,ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29,1995,26,23,2014,22.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,SUI,"DF,MF",29,1995,22.4,0,15,2,13.3,0.67,0.09,0.0,0.0,0,0,SUI,"DF,MF",29,1995,22.4,3,0,0,17,9,0,11,9,11,,,0,0.0,0.6696428571428572,0.0,0.4910714285714286,0.4910714285714286,0.4017857142857143,0.7589285714285715,0.4017857142857143
199,ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33,CRO,"MF,DF",30,1994,24.4,6,45,12,26.7,1.84,0.49,0.13,0.5,0,0,CRO,"MF,DF",30,1994,24.4,5,1,0,24,26,0,0,22,39,,,0,0.24590163934426232,1.8442622950819674,0.0819672131147541,0.0,1.598360655737705,0.9016393442622951,0.9836065573770493,1.0655737704918034
200,ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,26,19,1674,18.6,1,6,7,1,0,0,4,0,0.05,0.32,0.38,0.05,0.38,POR,"DF,MF",25,1998,18.6,1,9,4,44.4,0.48,0.22,0.11,0.25,0,0,POR,"DF,MF",25,1998,18.6,4,0,0,30,20,6,45,14,21,,,0,0.05376344086021505,0.48387096774193544,0.3225806451612903,2.419354838709677,1.129032258064516,0.7526881720430108,1.6129032258064515,1.075268817204301
201,ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,1999,16,14,1175,13.1,7,0,7,7,0,0,0,0,0.54,0.0,0.54,0.54,0.54,EGY,"MF,FW",25,1999,13.1,7,49,17,34.7,3.75,1.3,0.14,0.41,0,0,EGY,"MF,FW",25,1999,13.1,0,0,0,15,20,10,29,6,8,,,0,0.5343511450381679,3.740458015267176,0.0,2.213740458015267,0.6106870229007634,0.4580152671755725,1.1450381679389314,1.5267175572519085
202,ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,28,20,1777,19.7,7,2,9,7,0,0,2,0,0.35,0.1,0.46,0.35,0.46,ENG,"MF,FW",24,2000,19.7,7,54,16,29.6,2.73,0.81,0.13,0.44,0,0,ENG,"MF,FW",24,2000,19.7,2,0,0,5,35,3,81,9,5,,,0,0.3553299492385787,2.7411167512690358,0.10152284263959391,4.111675126903553,0.25380710659898476,0.4568527918781726,0.25380710659898476,1.7766497461928934
203,ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,0.05,0.1,0.14,0.05,0.14,ENG,"DF,MF",19,2004,21.0,1,10,2,20.0,0.48,0.1,0.1,0.5,0,0,ENG,"DF,MF",19,2004,21.0,5,1,1,12,34,0,7,14,17,,,0,0.047619047619047616,0.47619047619047616,0.09523809523809523,0.3333333333333333,0.8095238095238095,0.6666666666666666,0.5714285714285714,1.619047619047619
204,ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27,1997,27,25,2271,25.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,POR,"DF,MF",27,1997,25.2,0,21,7,33.3,0.83,0.28,0.0,0.0,0,0,POR,"DF,MF",27,1997,25.2,4,0,0,12,8,0,3,19,11,,,1,0.0,0.8333333333333334,0.0,0.11904761904761905,0.4365079365079365,0.753968253968254,0.4761904761904762,0.31746031746031744
205,ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,GK,31,1992,12.2,0,0,0,,0.0,0.0,,,0,0,GER,GK,31,1992,12.2,1,0,0,1,2,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819672131147541,0.1639344262295082
206,ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20,2004,29,21,1766,19.6,1,8,9,1,0,0,3,0,0.05,0.41,0.46,0.05,0.46,BRA,"MF,FW",20,2004,19.6,1,55,21,38.2,2.8,1.07,0.02,0.05,0,0,BRA,"MF,FW",20,2004,19.6,3,0,0,17,28,3,84,4,17,,,0,0.0510204081632653,2.8061224489795915,0.4081632653061224,4.285714285714286,0.8673469387755102,0.2040816326530612,0.8673469387755102,1.4285714285714284
207,ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,33,25,2223,24.7,1,6,7,1,0,0,1,0,0.04,0.24,0.28,0.04,0.28,GER,MF,33,1990,24.7,1,27,7,25.9,1.09,0.28,0.04,0.14,0,0,GER,MF,33,1990,24.7,1,0,0,15,27,1,62,14,13,,,0,0.04048582995951417,1.0931174089068827,0.24291497975708504,2.5101214574898787,0.5263157894736842,0.5668016194331984,0.6072874493927126,1.0931174089068827
208,ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33,ARG,MF,20,2004,24.4,6,84,30,35.7,3.44,1.23,0.07,0.2,0,0,ARG,MF,20,2004,24.4,3,0,0,12,44,10,55,13,16,,,0,0.24590163934426232,3.4426229508196724,0.0819672131147541,2.2540983606557377,0.6557377049180328,0.5327868852459017,0.49180327868852464,1.8032786885245902
209,ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,0.38,0.28,0.66,0.38,0.66,CIV,"MF,FW",22,2002,21.1,8,47,17,36.2,2.23,0.8,0.17,0.47,0,0,CIV,"MF,FW",22,2002,21.1,5,0,0,20,28,9,43,10,31,,,0,0.3791469194312796,2.2274881516587675,0.2843601895734597,2.037914691943128,1.4691943127962084,0.4739336492890995,0.947867298578199,1.3270142180094786
210,ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,CMR,GK,28,1996,34.0,0,0,0,,0.0,0.0,,,0,0,CMR,GK,28,1996,34.0,0,0,0,0,2,0,0,0,2,,,0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705
211,ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,0.24,0.3,0.54,0.15,0.45,POR,MF,29,1994,33.5,8,96,29,30.2,2.86,0.86,0.08,0.28,3,3,POR,MF,29,1994,33.5,5,2,1,32,40,2,185,26,52,,,0,0.23880597014925373,2.8656716417910446,0.29850746268656714,5.522388059701493,1.5522388059701493,0.7761194029850746,0.9552238805970149,1.1940298507462686
212,ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,24,18,1494,16.6,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06,BRA,MF,32,1992,16.6,1,32,10,31.3,1.93,0.6,0.03,0.1,0,0,BRA,MF,32,1992,16.6,5,0,0,20,19,3,20,15,52,,,0,0.06024096385542168,1.9277108433734937,0.0,1.2048192771084336,3.1325301204819276,0.9036144578313252,1.2048192771084336,1.1445783132530118
213,ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,23,11,1061,11.8,1,2,3,0,1,1,4,0,0.08,0.17,0.25,0.0,0.17,DEN,MF,32,1992,11.8,1,15,2,13.3,1.27,0.17,0.07,0.5,1,1,DEN,MF,32,1992,11.8,4,0,0,8,3,0,84,7,8,,,0,0.0847457627118644,1.271186440677966,0.1694915254237288,7.11864406779661,0.6779661016949152,0.5932203389830508,0.6779661016949152,0.2542372881355932
214,ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25,1999,33,31,2814,31.3,0,3,3,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,POR,"MF,DF",25,1999,31.3,0,24,5,20.8,0.77,0.16,0.0,0.0,0,0,POR,"MF,DF",25,1999,31.3,5,0,0,40,9,4,64,35,38,,,0,0.0,0.7667731629392971,0.09584664536741214,2.0447284345047922,1.2140575079872205,1.1182108626198082,1.2779552715654952,0.28753993610223644
215,ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,27,19,1758,19.5,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,ENG,DF,31,1993,19.5,1,15,7,46.7,0.77,0.36,0.07,0.14,0,0,ENG,DF,31,1993,19.5,7,0,0,18,11,3,3,37,16,,,0,0.05128205128205128,0.7692307692307693,0.0,0.15384615384615385,0.8205128205128205,1.8974358974358974,0.9230769230769231,0.5641025641025641
216,ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,NED,"FW,MF",23,2001,15.6,3,28,11,39.3,1.8,0.71,0.11,0.27,0,0,NED,"FW,MF",23,2001,15.6,2,0,0,9,13,3,3,6,8,,,0,0.19230769230769232,1.794871794871795,0.06410256410256411,0.19230769230769232,0.5128205128205129,0.38461538461538464,0.576923076923077,0.8333333333333334
